scene	code_index	source	jp_text	en_text	zh_text	original_controls	pc_status	match_kind
SEEN4512	1729	pc-safe	`＊Ｂ@「ああ」	`＊Ｂ@Yes.	`＊Ｂ@「嗯」		equal-segment	same-scene-sequence
SEEN4512	1731	pc-safe	`ことみ@「会えなくなっても、見ていてくれる？」	`Kotomi@Will you watch over me even if we can't see each other anymore?	`琴美@「就算不能相见，也会看着我么？」		anchor	same-scene-sequence
SEEN4512	1733	pc-safe	`＊Ｂ@「約束する」	`＊Ｂ@I promise.	`＊Ｂ@「一定会的」		equal-segment	same-scene-sequence
SEEN4512	1735	pc-safe	`＊Ｂ@「それが俺の幸せだから」	`＊Ｂ@Doing that is what will make me happy.	`＊Ｂ@「因为那就是我的幸福所在」		equal-segment	same-scene-sequence
SEEN4512	1737	pc-safe	`ことみ@「でも…」	`Kotomi@But...	`琴美@「但是……」		anchor	same-scene-sequence
SEEN4512	1739	pc-safe	`＊Ｂ@「でも、はもうなしだ」	`＊Ｂ@No more buts.	`＊Ｂ@「没有但是了」		equal-segment	same-scene-sequence
SEEN4512	1742	pc-safe	`ことみ@「うん」	`Kotomi@Okay...	`琴美@「嗯」		equal-segment	same-scene-sequence
SEEN4512	1744	pc-safe	`ことみ@「でも、でもね…」	`Kotomi@But... but...	`琴美@「但是，但是呢……」		anchor	same-scene-sequence
SEEN4512	1746	pc-safe	`ことみ@「今は…」	`Kotomi@Right now...	`琴美@「现在……」		anchor	same-scene-sequence
SEEN4512	1748	pc-safe	`ことみ@「＊Ｂくん、ここにいるから」	`Kotomi@＊Ｂ-kun, you're here.	`琴美@「＊Ｂ君，到这里来了」		anchor	same-scene-sequence
SEEN4512	1750	pc-safe	`ことみ@「私のこと、迎えに来てくれたから」	`Kotomi@You're here to get me.	`琴美@「到这里迎接我了」		anchor	same-scene-sequence
SEEN4512	1752	pc-safe	`ことみ@「＊Ｂくん、とっても温かいから」	`Kotomi@You're really warm, ＊Ｂ-kun.	`琴美@「＊Ｂ君，非常温暖的」		anchor	same-scene-sequence
SEEN4512	1754	pc-safe	`ことみ@「私、＊Ｂくんのこと、とってもとっても大好きだから」	`Kotomi@And I really, really love you, ＊Ｂ-kun.	`琴美@「因为我，非常非常喜欢＊Ｂ君」		anchor	same-scene-sequence
SEEN4512	1756	pc-safe	`ことみ@「だから…」	`Kotomi@That's why...	`琴美@「所以……」		anchor	same-scene-sequence
SEEN4512	1758	pc-safe	`ことみ@「見ているだけじゃ、いやなの」	`Kotomi@Just watching isn't enough for me.	`琴美@「只是看着的话，我不要」		equal-segment	same-scene-sequence
SEEN4512	1795	pc-safe	唇を重ねた。	Our lips touch.	嘴唇碰到一起。		equal-segment	same-scene-sequence
SEEN4512	1797	pc-safe	なめらかで、湿っていて、柔らかくて、温かかった。	Her lips are smooth, moist, soft, and warm.	滑滑的、润润的、软软的、暖暖的。		equal-segment	same-scene-sequence
SEEN4512	1799	pc-safe	なぜだろう、懐かしいと思った。	I don't know why, but it feels nostalgic.	却又有些许的熟悉。		equal-segment	same-scene-sequence
SEEN4512	1801	pc-safe	ずっと俺を待っていた、ちいさな女の子。	This girl has been waiting for me all along.	一直等着我的、小小的女孩。		equal-segment	same-scene-sequence
SEEN4512	1803	pc-safe	いちばん近くに、ことみがいる。	Kotomi is the one closest to me.	琴美，就在我身边。		equal-segment	same-scene-sequence
SEEN4512	1805	pc-safe	これからも、ずっとそばにいる…	And from now on, she'll be by my side.	从今往后，永远会在身边……		equal-segment	same-scene-sequence
SEEN4512	1807	pc-safe	唇をそっと離してみる。	Our lips separate.	轻轻分开这一吻。		equal-segment	same-scene-sequence
SEEN4512	1809	pc-safe	`ことみ@「＊Ｂく…」	`Kotomi@＊Ｂ-ku―	`琴美@「＊Ｂ……」		anchor	same-scene-sequence
SEEN4512	1811	pc-safe	息を継いだことみが、俺を呼ぼうとする。	Finally able to breathe, Kotomi tries to say my name.	调整好呼吸的琴美，呼唤着我的名字。		equal-segment	same-scene-sequence
SEEN4512	1813	pc-safe	`ことみ@「んっ…」	`Kotomi@Mm...	`琴美@「君……」		anchor	same-scene-sequence
SEEN4512	1899	pc-safe	唇を重ねた。	Our lips touch.	嘴唇碰到了一起。		highconf-anchor	same-scene-sequence
SEEN4512	1901	pc-safe	なぜだろう、懐かしいと思った。	I don't know why, but it feels nostalgic.	却又有些许的熟悉。		equal-segment	global-exact-unique
SEEN4512	1903	pc-safe	ずっと俺を待っていた、ちいさな女の子。	This girl has been waiting for me all along.	一直等着我的、小小的女孩。		equal-segment	global-exact-unique
SEEN4512	1905	pc-safe	いちばん近くに、ことみがいる。	Kotomi is the one closest to me.	琴美，就在我身边。		equal-segment	global-exact-unique
SEEN4512	1907	pc-safe	これからも、ずっとそばにいる…	And from now on, she'll be by my side.	从今往后，永远会在身边……		equal-segment	global-exact-unique
SEEN4512	2007	pc-safe	`ことみ@「風、吹いてる…」	`Kotomi@The wind is blowing...	`琴美@「风，在吹着……」		review-forced	same-scene-sequence
SEEN4512	2009	pc-safe	`ことみ@「芝生、とっても気持ちいいの」	`Kotomi@The grass feels good.	`琴美@「草坪，感觉很舒服」		anchor	same-scene-sequence
SEEN4512	2011	pc-safe	`ことみ@「あたらしいペンキのにおい」	`Kotomi@The paint smells new.	`琴美@「新漆的气味」		anchor	same-scene-sequence
SEEN4512	2013	pc-safe	`ことみ@「土と草のにおい」	`Kotomi@The smell of the earth and the grass.	`琴美@「土地和青草的气味」		anchor	same-scene-sequence
SEEN4512	2015	pc-safe	`ことみ@「きれいなお花のにおい」	`Kotomi@The smell of the pretty flowers.	`琴美@「美丽的鲜花的气味」		anchor	same-scene-sequence
SEEN4512	2017	pc-safe	`ことみ@「鳥の声」	`Kotomi@The sounds of the birds.	`琴美@「小鸟的叫声」		anchor	same-scene-sequence
SEEN4512	2019	pc-safe	`ことみ@「木の葉がゆれる音」	`Kotomi@The sounds of the swaying leaves.	`琴美@「枝叶摇动的声音」		anchor	same-scene-sequence
SEEN4512	2021	pc-safe	`ことみ@「お日さま、じんわり温かい…」	`Kotomi@The sun feels warm...	`琴美@「太阳，暖洋洋的……」		anchor	same-scene-sequence
SEEN4512	2037	pc-safe	手のひらを合わせ、木もれ日を掬おうとする。	She puts her palms together, trying to scoop up the sunlight.	合起双手，捧住从树叶间透出的阳光。		equal-segment	same-scene-sequence
SEEN4512	2039	pc-safe	`ことみ@「見えないのに、見えるの」	`Kotomi@It's not visible, but I can still see it.	`琴美@「本来看不见的，却看到了」		anchor	same-scene-sequence
SEEN4512	2041	pc-safe	`ことみ@「さわれないのに、温かいの」	`Kotomi@I can't touch it, but it still feels warm.	`琴美@「本来摸不到的，却很温暖」		anchor	same-scene-sequence
SEEN4512	2057	pc-safe	`ことみ@「とっても不思議…」	`Kotomi@It's so mysterious...	`琴美@「真是不可思议……」		equal-segment	same-scene-sequence
SEEN4512	2059	pc-safe	気づいたことを、ひとつひとつ口にする。	She says each and every thing that comes to mind.	琴美把注意到的东西，挨个地描述着。		equal-segment	same-scene-sequence
SEEN4512	2061	pc-safe	そうして、テーブルに置かれている革表紙の本に気づいた。	And she notices the book with the leather cover sitting on the table.	然后，发现了放在桌子上的皮革封面的书。		equal-segment	same-scene-sequence
SEEN4512	2063	pc-safe	古ぼけたページを再び開く必要はなかった。	She doesn't even need to turn the old, tattered pages.	已经没有必要再去翻开那古旧的书页了。		equal-segment	same-scene-sequence
SEEN4512	2065	pc-safe	物語の続きは、俺たちふたりで創っていくのだから。	From this point on, we'll write our own continuation of the story.	因为我们两个人会将那段故事继续下去。		equal-segment	same-scene-sequence
SEEN4512	2083	pc-safe	`ことみ@「おとといは兎」	`Kotomi@❝$K14Day before yesterday I saw a rabbit$K0...❞	`琴美@「前天是小兔」		equal-segment	same-scene-sequence
SEEN4512	2087	pc-safe	`ことみ@「きのうは鹿」	`Kotomi@❝...$K14and yesterday a deer$K0...❞	`琴美@「昨天是小鹿」		anchor	same-scene-sequence
SEEN4512	2089	pc-safe	`ことみ@「今日は、あなた…」	`Kotomi@❝...and today, you.❞	`琴美@「今天，是你……」		anchor	same-scene-sequence
SEEN4512	2091	pc-safe	俺を見つめる瞳。	Our eyes lock.	那双望着我的眼睛……		equal-segment	same-scene-sequence
SEEN4512	2093	pc-safe	`ことみ@「あなたは、＊Ｂくん」	`Kotomi@You are ＊Ｂ-kun.	`琴美@「你是，＊Ｂ君」		anchor	same-scene-sequence
SEEN4512	2095	pc-safe	たしかな光を宿す。	A light comes back into her.	闪动着确信的光芒。		equal-segment	same-scene-sequence
SEEN4512	2097	pc-safe	`ことみ@「＊Ｂくんは、＊Ｂくん」	`Kotomi@＊Ｂ-kun is ＊Ｂ-kun.	`琴美@「＊Ｂ君呢，就是＊Ｂ君」		anchor	same-scene-sequence
SEEN4512	2099	pc-safe	俺の名をささやく。	She whispers my name.	轻轻叫着我的名字。		equal-segment	same-scene-sequence
SEEN4512	2115	pc-safe	`ことみ@「私の、いちばん大切なひと」	`Kotomi@My dearest one.	`琴美@「是我，最最重要的人」		equal-segment	same-scene-sequence
SEEN4512	2117	pc-safe	ふたり、手を繋ぐ。	We hold hands.	两人握紧了手。		equal-segment	same-scene-sequence
SEEN4512	2119	pc-safe	もう二度と、離れないように。	So that we'll never again be apart.	再也不要分开。		equal-segment	same-scene-sequence
SEEN4512	2121	pc-safe	`＊Ｂ@「ことみ」	`＊Ｂ@Kotomi.	`＊Ｂ@「琴美」		equal-segment	same-scene-sequence
SEEN4512	2123	pc-safe	`＊Ｂ@「ふたりで、外に行こう」	`＊Ｂ@Let's go outside together.	`＊Ｂ@「我们到外面走走吧」		equal-segment	same-scene-sequence
SEEN4512	2125	pc-safe	`＊Ｂ@「大丈夫、恐くない」	`＊Ｂ@Don't worry. It's not scary.	`＊Ｂ@「不要紧，没什么可怕的」		equal-segment	same-scene-sequence
SEEN4512	2127	pc-safe	`＊Ｂ@「ずっと一緒だから」	`＊Ｂ@I'll always be with you.	`＊Ｂ@「我会一直和你在一起的」		equal-segment	same-scene-sequence
SEEN4512	2129	pc-safe	ことみは、こくりと頷いた。	Kotomi nods to me.	琴美点点头。		equal-segment	same-scene-sequence
SEEN4512	2169	pc-safe	外は、夕暮れだった。	Outside, the sun is setting.	外面已是傍晚。		equal-segment	same-scene-sequence
SEEN4512	2171	pc-safe	住宅街の道が、傾いた光に滲んでいた。	The roads of the residential district are stained by the late afternoon light.	夕阳照在小区的街道上。		equal-segment	same-scene-sequence
SEEN4512	2173	pc-safe	素足のままのことみが、恐る恐る様子を窺う。	I watch Kotomi cautiously as she stands there barefoot.	光着脚的琴美，小心翼翼地往外瞧着。		equal-segment	same-scene-sequence
SEEN4512	2175	pc-safe	初めて家から外に出た、小さな子供みたいに。	She's like a small child who has just left her house for the first time.	像是第一次出门的小孩一般。		equal-segment	same-scene-sequence
SEEN4512	2177	pc-safe	初めて砂浜に立ち、波に素足をひたすように。	It's as if this is her first time on a beach and she's letting the waves wash over her feet.	又像是第一次站在沙滩上，光着脚浸在涌起的浪花里。		equal-segment	same-scene-sequence
SEEN4512	2193	pc-safe	`ことみ@「…とっても、不思議な感じ」	`Kotomi@...It feels strange.	`琴美@「……非常，不可思议的感觉」		equal-segment	same-scene-sequence
SEEN4512	2195	pc-safe	ほわっと笑う。	She smiles gently.	她稚气地笑了笑。		equal-segment	same-scene-sequence
SEEN4512	2211	pc-safe	そのまま顔を上向ける。	Then she looks up.	然后眯起双眼，抬头向上望去。		equal-segment	same-scene-sequence
SEEN4512	2214	pc-safe	眩しそうに目を細め、ことみは広がる空を仰ぐ。	She squints in the bright light and opens her arms to the vast sky.	仰望着广阔的天空。		equal-segment	same-scene-sequence
SEEN4512	2232	pc-safe	千切れた雲が茜色に染まり、ことみの瞳に映しこまれる。	The tattered clouds are dyed red and reflect in Kotomi's eyes.	望着那些火红的霞云。		equal-segment	same-scene-sequence
SEEN4512	2234	pc-safe	ずいぶん長いこと、ことみはそうしていた。	Kotomi stays that way for a while.	琴美这样看了好久。		equal-segment	same-scene-sequence
SEEN4512	2236	pc-safe	そこに空があることを、たった今思い出したように。	It's like she just remembered that the sky is there.	仿佛现在才记起这片永恒的天空。		equal-segment	same-scene-sequence
SEEN4512	2238	pc-safe	外の世界。	The outside world.	外面的世界。		equal-segment	same-scene-sequence
SEEN4512	2240	pc-safe	どこまでも続く、高い高い空。	The vast sky that appears to stretch forever.	广阔无垠的天空下。		equal-segment	same-scene-sequence
SEEN4512	2242	pc-safe	そこには俺たちの知らない未来が、たくさん待っている。	An unknown future awaits us out there.	那里有许多我们所不知道的未来在等待着。		equal-segment	same-scene-sequence
SEEN4512	2244	pc-safe	`ことみ@「お空、とってもきれい…」	`Kotomi@The sky is so pretty.	`琴美@「天空，好漂亮……」		anchor	same-scene-sequence
SEEN4512	2246	pc-safe	`＊Ｂ@「ああ」	`＊Ｂ@Yeah.	`＊Ｂ@「是啊……」		equal-segment	same-scene-sequence
SEEN4512	2248	pc-safe	`＊Ｂ@「きれいだな」	`＊Ｂ@It's pretty.	`＊Ｂ@「很漂亮」		equal-segment	same-scene-sequence
SEEN4512	2250	pc-safe	俺は、ことみに笑いかけた。	I smile at Kotomi.	我看着琴美，笑了。		equal-segment	same-scene-sequence
SEEN4512	2252	pc-safe	これからずっと、一緒に歩いていくひとと。	I smile at the person I will be with from now on.	那是我从今往后，将一直相伴前行的人。		equal-segment	same-scene-sequence
SEEN4512	2254	pc-safe	『見えなくても、見てる』	Even if you can't see me, I can see you.	即使看不到我，我也会一直看着你。		equal-segment	same-scene-sequence
SEEN4512	2256	pc-safe	『会えなくても、そばにいる』	Even if we can't meet, I will always be by your side.	即使无法相见，也会守在身边。		equal-segment	same-scene-sequence
SEEN4512	2258	pc-safe	いつかふたり、別れる時が来るとしても…	Until the day we part...	就算有一天，两人不得不分开……		equal-segment	same-scene-sequence
SEEN4512	2260	pc-safe	今この瞬間、この世界の中で。	In this moment, at least... in this world...	现在，这个瞬间，在这个世界……		equal-segment	same-scene-sequence
SEEN4512	2262	pc-safe	俺はことみを感じ、ことみは俺を感じていた。	I can feel Kotomi, and Kotomi can feel me.	我感受着琴美，琴美同样感受着我。		equal-segment	same-scene-sequence
SEEN4513	9	pc-safe	そして…	And...	眼下……		equal-segment	same-scene-sequence
SEEN4513	29	pc-safe	校門の脇で、ことみを待っていた。	I'm waiting for Kotomi outside the school gates.	我正站在校门旁边等着琴美。		equal-segment	same-scene-sequence
SEEN4513	31	pc-safe	杏も、藤林も、古河もいた。	Kyou, Fujibayashi, and Furukawa are here, too.	杏、藤林和古河也在。		equal-segment	same-scene-sequence
SEEN4513	33	pc-safe	みんなで鞄を提げたまま、壁にもたれて、ことみが来るのを待っていた。	Everyone is leaning against the wall, schoolbags in hand, waiting for Kotomi.	大家提着包靠在墙上，等着琴美到来。		equal-segment	same-scene-sequence
SEEN4513	49	pc-safe	`椋@「あ…」	`Ryou@Oh...	`椋@「啊……」		equal-segment	same-scene-sequence
SEEN4513	51	pc-safe	藤林が指さした、その先。	Fujibayashi sees her first and points her out.	藤林手指的方向上……		equal-segment	same-scene-sequence
SEEN4513	67	pc-safe	いつもの鞄、いつもの髪飾り、いつものすこし早足の歩幅。	Her usual bag, her usual hair accessory, her usual quick pace.	熟悉的书包，熟悉的发饰，还有那轻快的步伐。		equal-segment	same-scene-sequence
SEEN4513	69	pc-safe	当たり前の朝のように、ことみが坂を登ってきた。	Kotomi climbs the slope like it's just another morning.	琴美像往常一样走上了这条坡道。		equal-segment	same-scene-sequence
SEEN4513	71	pc-safe	`ことみ@「あっ…」	`Kotomi@Oh...	`琴美@「啊……」		anchor	same-scene-sequence
SEEN4513	73	pc-safe	こちらに気がついて、小走りに寄ってくる。	She sees us and runs up the hill.	注意到我们，她小跑了过来。		equal-segment	same-scene-sequence
SEEN4513	89	pc-safe	`杏@「おはよ」	`Kyou@'Morning.	`杏@「早」		equal-segment	same-scene-sequence
SEEN4513	105	pc-safe	`椋@「おはよう…です」	`Ryou@Good... morning.	`椋@「早上……好」		equal-segment	same-scene-sequence
SEEN4513	121	pc-safe	`古河@「おはようございます」	`Furukawa@Good morning.	`古河@「早上好」		equal-segment	same-scene-sequence
SEEN4513	137	pc-safe	`＊Ｂ@「おはよう、ことみ」	`＊Ｂ@Good morning, Kotomi.	`＊Ｂ@「早安，琴美」		equal-segment	same-scene-sequence
SEEN4513	153	pc-safe	`ことみ@「………」	`Kotomi@...	`琴美@「………」		equal-segment	same-scene-sequence
SEEN4513	155	pc-safe	不思議そうに首を傾けて、ゆっくりと俺たちのことを見わたす。	She tilts her head to the side in confusion and looks at all of us.	歪着头，一副不可思议的神情慢慢地看了我们一圈。		equal-segment	same-scene-sequence
SEEN4513	157	pc-safe	そして、ぺこりとお辞儀をした。	Then she bows deeply.	然后，弯下腰行礼。		equal-segment	same-scene-sequence
SEEN4513	173	pc-safe	`ことみ@「みんな、おはようなの」	`Kotomi@Good morning, everyone.	`琴美@「大家早上好」		equal-segment	same-scene-sequence
SEEN4513	175	pc-safe	`ことみ@「私を待っててくれたの？」	`Kotomi@Were you waiting for me?	`琴美@「在等着我么？」		anchor	same-scene-sequence
SEEN4513	177	pc-safe	`杏@「とーぜん」	`Kyou@Of course.	`杏@「当～然」		equal-segment	same-scene-sequence
SEEN4513	179	pc-safe	`ことみ@「？」	`Kotomi@?	`琴美@「？」		anchor	same-scene-sequence
SEEN4513	181	pc-safe	`＊Ｂ@「今日はおまえの誕生日だろ？」	`＊Ｂ@Today's your birthday, isn't it?	`＊Ｂ@「今天不是你的生日吗？」		equal-segment	same-scene-sequence
SEEN4513	197	pc-safe	`ことみ@「あっ…そっか」	`Kotomi@Oh... right.	`琴美@「啊……是啊」		equal-segment	same-scene-sequence
SEEN4513	213	pc-safe	`ことみ@「私、すっかり忘れてたの」	`Kotomi@I completely forgot.	`琴美@「我自己都给忘了呢」		equal-segment	same-scene-sequence
SEEN4513	215	pc-safe	`杏@「それでね、プレゼントなんだけど…」	`Kyou@So, about your present...	`杏@「然后呢，关于礼物……」		anchor	same-scene-sequence
SEEN4513	217	pc-safe	言いながら、古河を肘で小突く。	She nudges Furukawa with her elbow while saying that.	说着，用手肘碰了碰古河。		equal-segment	same-scene-sequence
SEEN4513	219	pc-safe	`杏@「…部長、作ってきた？」	`Kyou@Did you make it, Club Prez?	`杏@「……部长，做好了吗？」		anchor	same-scene-sequence
SEEN4513	235	pc-safe	`古河@「あっはい。でも、絵が下手なので、あまり自信がないです…」	`Furukawa@Oh, yes. I'm terrible at drawing, so I'm not so sure about this...	`古河@「啊，是的，不过我不怎么擅长画画，不是很有自信……」		equal-segment	same-scene-sequence
SEEN4513	237	pc-safe	`杏@「それじゃ、贈呈式～」	`Kyou@Here's the presentation ceremony!	`杏@「那么，赠与仪式开始～」		anchor	same-scene-sequence
SEEN4513	253	pc-safe	古河が鞄からなにかを取り出し、ことみに手渡した。	Furukawa takes something from her bag and hands it to Kotomi.	古河从书包里拿出了个东西，递到琴美手里。		equal-segment	same-scene-sequence
SEEN4513	255	pc-safe	それは、映画のチケットみたいに細長い紙だった。	It's a slip of paper resembling a movie ticket.	是张电影票一样细长的纸片。		equal-segment	same-scene-sequence
SEEN4513	257	pc-safe	紙の左半分には、茶色いひょうたん状の物体が描かれていた。	The left half of the paper shows a brown, gourd-shaped object.	纸的左半边画着个茶色葫芦状的东西。		equal-segment	same-scene-sequence
SEEN4513	259	pc-safe	描いた本人はきっとヴァイオリンのつもりだろう。	The artist must have been trying to draw a violin.	画这个的人原本是想画小提琴吧。		equal-segment	same-scene-sequence
SEEN4513	261	pc-safe	そして紙の四隅では、だんごたちが無駄に楽しげに踊っていた。	Numerous dango are dancing on the corners of the ticket.	在纸的四个角上，许多团子们欢欣鼓舞着。		equal-segment	same-scene-sequence
SEEN4513	277	pc-safe	`ことみ@「だんご大家族？」	`Kotomi@Big Dango Family?	`琴美@「团子大家族？」		equal-segment	same-scene-sequence
SEEN4513	293	pc-safe	`古河@「そうです、だんご大家族です」	`Furukawa@Yes. It's the Big Dango Family.	`古河@「是的，是团子大家族」		equal-segment	same-scene-sequence
SEEN4513	309	pc-safe	`杏@「ちっがーうっ！」	`Kyou@Oh come on!	`杏@「不对啊～！！」		equal-segment	same-scene-sequence
SEEN4513	311	pc-safe	`杏@「っていうか変なイラストを勝手に追加しないで頼むからっ」	`Kyou@Did you really have to add weird drawings?	`杏@「不是都说过了别随意添加那些奇怪的插图了吗？」		anchor	same-scene-sequence
SEEN4513	327	pc-safe	`古河@「変なイラストじゃないです、だんご大家族です」	`Furukawa@They're not weird drawings. It's the Big Dango Family.	`古河@「不是奇怪的插图，这是团子大家族」		equal-segment	same-scene-sequence
SEEN4513	343	pc-safe	`古河@「だんごたちも、ことみちゃんの誕生日をお祝いしたいんです」	`Furukawa@The dango want to celebrate Kotomi-chan's birthday with her.	`古河@「团子们，也想为小琴美庆祝生日」		equal-segment	same-scene-sequence
SEEN4513	359	pc-safe	`椋@「ことみちゃん、お誕生日おめでとうです」	`Ryou@Happy birthday, Kotomi-chan.	`椋@「小琴美，生日快乐」		equal-segment	same-scene-sequence
SEEN4513	375	pc-safe	`ことみ@「椋ちゃん、とってもありがとう」	`Kotomi@Ryou-chan, thank you.	`琴美@「小椋，非常感谢」		equal-segment	same-scene-sequence
SEEN4513	377	pc-safe	`ことみ@「渚ちゃん、とってもありがとう」	`Kotomi@Nagisa-chan, thank you.	`琴美@「小渚，非常感谢」		anchor	same-scene-sequence
SEEN4513	393	pc-safe	`ことみ@「だんごさんたちも、とってもありがとう」	`Kotomi@Thank you to the dango, too.	`琴美@「也非常感谢小团子们」		equal-segment	same-scene-sequence
SEEN4513	409	pc-safe	`椋@「それでは盛大な拍手を～…」	`Ryou@Now let's give everyone a round of applause~	`椋@「那么请大家热烈鼓掌～……」		equal-segment	same-scene-sequence
SEEN4513	411	pc-safe	ぱちぱちぱちぱちぱち。	*Clap* *Clap* *Clap* *Clap*	啪啦啪啦啪啦啪啦。		equal-segment	same-scene-sequence
SEEN4513	427	pc-safe	三人だけで盛り上がる、とっても幸せそうなボケオンリーサークル。	The three stooges look so happy as they celebrate.	欢快的三个家伙，俨然是十分幸福的呆呆三人组。		equal-segment	same-scene-sequence
SEEN4513	443	pc-safe	`杏@「って段取りを全部無視して式を進めるなあっ！」	`Kyou@Hey! Don't skip all the steps of the ceremony!	`杏@「喂，不要无视步骤就往下进行啊！！」		equal-segment	same-scene-sequence
SEEN4513	445	pc-safe	朝から炸裂する、杏の全方位高速ツッコミ。	The smart-man retorts are coming fast and furious this morning.	一大早，杏就开始了全方位的高速吐槽攻击。		equal-segment	same-scene-sequence
SEEN4513	447	pc-safe	`杏@「絵じゃなくてちゃんと文面を読んで、ほらっ」	`Kyou@Don't just look at the pictures. Read what's written on it.	`杏@「不是要你看画，好好读读上面的字啊，这里！」		anchor	same-scene-sequence
SEEN4513	449	pc-safe	ことみの頭をわしっと捕まえ、紙を覗きこませる。	She grabs Kotomi's head and turns her to face the piece of paper.	一把按住琴美的脑袋扭向纸片。		equal-segment	same-scene-sequence
SEEN4513	451	pc-safe	マジボケの少女を捕まえ契約書に無理矢理サインさせる、新手の悪徳商法のようだった。	It feels like a scam artist is trying to force an oblivious girl to sign a contract.	就好像强行把无知少女抓来签卖身契的人贩子一样。		equal-segment	same-scene-sequence
SEEN4513	467	pc-safe	`ことみ@「ええと…」	`Kotomi@Um...	`琴美@「那个……」		equal-segment	same-scene-sequence
SEEN4513	483	pc-safe	`ことみ@「ヴァイオリンプレゼント券」	`Kotomi@❝Violin Redemption Ticket...❞	`琴美@「小提琴礼品券」		equal-segment	same-scene-sequence
SEEN4513	485	pc-safe	`ことみ@「一ノ瀬ことみ専用」	`Kotomi@❝...For Kotomi Ichinose's Use Only...❞	`琴美@「一之濑琴美专用」		anchor	same-scene-sequence
SEEN4513	487	pc-safe	`ことみ@「引き替え期間、無期限…」	`Kotomi@❝...No Expiration Date.❞	`琴美@「兑换时间，不限……」		anchor	same-scene-sequence
SEEN4513	489	pc-safe	`ことみ@「………」	`Kotomi@...	`琴美@「……」		anchor	same-scene-sequence
SEEN4513	491	pc-safe	不思議そうに、紙を太陽にかざす。	She holds the paper up to the sky, looking confused.	不可思议似的将纸片对着太阳看了起来。		equal-segment	same-scene-sequence
SEEN4513	507	pc-safe	`ことみ@「???」	`Kotomi@???	`琴美@「？？？」		equal-segment	aggressive-between-anchors
SEEN4513	509	pc-safe	ひさびさの、ハテナ三本だった。	I haven't seen those three question marks over her head in a while.	过了半天，冒出三个问号。		equal-segment	same-scene-sequence
SEEN4513	511	pc-safe	`杏@「ほんとは、実物をプレゼントできるはずだったんだけどね」	`Kyou@We really wanted to give you the real thing.	`杏@「本来呢，我们是能拿来实物做礼物的」		anchor	same-scene-sequence
SEEN4513	513	pc-safe	`古河@「すみません…」	`Furukawa@I'm sorry.	`古河@「对不起……」		equal-segment	same-scene-sequence
SEEN4513	515	pc-safe	`椋@「えっと…私も、すみません」	`Ryou@Um... I'm sorry, too.	`椋@「啊……我也是，对不起」		anchor	same-scene-sequence
SEEN4513	531	pc-safe	そして、みんなで正直に話した。	And we all explain what happened.	之后，大家把事情原原本本地说了出来。		equal-segment	same-scene-sequence
SEEN4513	533	pc-safe	あのヴァイオリンを、持ち主から正式に譲り受けたこと。	How they were able to officially obtain the violin from the original owner.	从原来的主人把那把小提琴让给我们……		equal-segment	same-scene-sequence
SEEN4513	535	pc-safe	でも、ヴァイオリンが壊れてしまったこと。	And how the violin had been broken.	到小提琴中途坏掉……		equal-segment	same-scene-sequence
SEEN4513	537	pc-safe	今、修理に出していて、どのぐらい時間がかかるかわからない。	And how it's currently being repaired, but we don't know how long it'll take.	拿去修理却还不知道要花多久……		equal-segment	same-scene-sequence
SEEN4513	539	pc-safe	でも、必ず元通りにするから、それまで待っていてほしい…	But it'll definitely be fixed, so we want her to sit tight until then...	不过一定会恢复原样，所以这之前需要耐心等待……等等等等。		equal-segment	same-scene-sequence
SEEN4513	541	pc-safe	ことみは、じっと聞いていて…	Kotomi listens intently...	琴美一动不动地听着。		equal-segment	same-scene-sequence
SEEN4513	557	pc-safe	`ことみ@「うんっ」	`Kotomi@Okay.	`琴美@「嗯」		equal-segment	same-scene-sequence
SEEN4513	559	pc-safe	こくりと頷いた。	And she nods.	最后点点头。		equal-segment	same-scene-sequence
SEEN4513	561	pc-safe	`ことみ@「私、待ってる」	`Kotomi@I'll wait.	`琴美@「我会等的」		anchor	same-scene-sequence
SEEN4513	577	pc-safe	`ことみ@「とっても、楽しみ」	`Kotomi@I'm really looking forward to it.	`琴美@「非常令人期待呢」		equal-segment	same-scene-sequence
SEEN4513	579	pc-safe	手作りの『ヴァイオリンプレゼント券』を、本当に嬉しそうに見つめる。	She gazes happily at the hand-drawn Violin Redemption Ticket.	又高兴地看着手绘的「小提琴礼品券」。		equal-segment	same-scene-sequence
SEEN4513	581	pc-safe	`ことみ@「渚ちゃん、椋ちゃん、怪我しなかった？」	`Kotomi@Nagisa-chan, Ryou-chan, were you hurt?	`琴美@「小渚，小椋，没有受伤吧？」		anchor	same-scene-sequence
SEEN4513	597	pc-safe	`古河@「大丈夫です。ぴんぴんしています」	`Furukawa@I'm completely fine.	`古河@「没关系，一点事也没有」		equal-segment	same-scene-sequence
SEEN4513	613	pc-safe	`椋@「えと…私も、大丈夫です」	`Ryou@Um... yes, I'm okay, too.	`椋@「啊……我也没事」		equal-segment	same-scene-sequence
SEEN4513	629	pc-safe	`ことみ@「よかった」	`Kotomi@That's good.	`琴美@「太好了」		equal-segment	same-scene-sequence
SEEN4513	645	pc-safe	`ことみ@「ほんとに、よかった」	`Kotomi@That's very good.	`琴美@「真的、太好了」		equal-segment	same-scene-sequence
