scene	code_index	source	jp_text	en_text	zh_text
SEEN3506	822	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3506	881	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3506	924	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3506	928	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3506	1024	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3506	1212	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3506	1305	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3506	1480	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3506	1525	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3506	1579	nonlexical-dialogue	`＊Ｂ@「…！」	`＊Ｂ@...!	`＊Ｂ@「…！」
SEEN3506	1682	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3506	1896	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3506	1904	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3506	1914	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3506	2102	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3506	2553	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3506	2611	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3506	2781	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3507	340	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3507	444	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3507	777	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3507	940	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3507	1191	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3507	1283	nonlexical-dialogue	`＊Ｂ@「…!?」	`＊Ｂ@...?!	`＊Ｂ@「…!?」
SEEN3507	1481	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3507	1717	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3507	1793	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3507	1875	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3507	1929	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3507	2095	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3507	2113	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3508	146	nonlexical-dialogue	`＊Ｂ@「？」	`＊Ｂ@?	`＊Ｂ@「？」
SEEN3508	586	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3508	791	nonlexical-dialogue	`＊Ｂ@「…――！」	`＊Ｂ@――!	`＊Ｂ@「…――！」
SEEN3508	946	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3508	1234	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3508	1340	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3509	102	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3509	166	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3509	227	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3509	233	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3509	840	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3509	933	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3509	1041	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3509	1249	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3509	1512	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3509	1550	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3510	105	nonlexical-dialogue	`＊Ｂ@「？」	`＊Ｂ@?	`＊Ｂ@「？」
SEEN3510	352	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3510	390	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3510	412	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3510	766	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3510	1399	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3510	1669	nonlexical-dialogue	`＊Ｂ@「～～～…」	`＊Ｂ@~~~...	`＊Ｂ@「～～～…」
SEEN3510	1697	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3510	2077	nonlexical-dialogue	`＊Ｂ@「～～…」	`＊Ｂ@~~...	`＊Ｂ@「～～…」
SEEN3510	2099	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3510	2123	nonlexical-dialogue	`＊Ｂ@「??」	`＊Ｂ@??	`＊Ｂ@「??」
SEEN3510	2209	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3510	2259	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3511	47	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3511	51	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3511	55	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3511	424	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3511	482	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3511	672	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3511	734	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3511	1231	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3511	1456	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3511	1459	nonlexical-dialogue	`＊Ｂ@「…――!!!?」	`＊Ｂ@―?!?!	`＊Ｂ@「…――!!!?」
SEEN3511	1553	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3512	220	nonlexical-dialogue	`椋@「………」	`Ryou@...	`椋@「………」
SEEN3512	759	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3512	1074	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3512	1152	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3513	139	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3513	340	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3513	372	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3513	821	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3513	883	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3513	957	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3513	999	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3513	1607	nonlexical-dialogue	`＊Ｂ@「………？」	`＊Ｂ@...?	`＊Ｂ@「………？」
SEEN3513	1948	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3513	1978	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3513	1992	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3513	2043	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3513	2267	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3513	2314	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3513	2353	nonlexical-dialogue	`＊Ｂ@「…………」	`＊Ｂ@...	`＊Ｂ@「…………」
SEEN3513	2407	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3513	2673	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3513	3012	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3513	3162	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	76	nonlexical-dialogue	`＊Ｂ@「――?!」	`＊Ｂ@―?!	`＊Ｂ@「――?!」
SEEN3514	160	nonlexical-dialogue	`＊Ｂ@「…??」	`＊Ｂ@...??	`＊Ｂ@「…??」
SEEN3514	170	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	190	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	198	nonlexical-dialogue	`＊Ｂ@「～～～…」	`＊Ｂ@~~~...	`＊Ｂ@「～～～…」
SEEN3514	283	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	711	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	889	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	1017	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	1327	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	1457	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	1625	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	2320	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	2380	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	2497	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	2599	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	2688	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	2744	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	2752	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	2762	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	2901	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	2955	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3514	2973	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	3067	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	3109	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	3449	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	3467	nonlexical-dialogue	`＊Ｂ@「?!」	`＊Ｂ@?!	`＊Ｂ@「?!」
SEEN3514	3509	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	3648	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	3670	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	4009	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	4076	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	4533	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	4651	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	4689	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	4908	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	4971	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	4993	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	5073	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	5079	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	5099	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	5295	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	5403	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	5475	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	5569	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	5683	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3514	5701	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	5994	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	6085	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	6710	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	6714	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	6744	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	6764	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	6869	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	7606	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	7669	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	7671	nonlexical-dialogue	`＊Ｂ@「…!!?」	`＊Ｂ@...!!?	`＊Ｂ@「…!!?」
SEEN3514	7779	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	7965	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	8496	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	8510	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	9090	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3514	9114	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3514	9305	nonlexical-dialogue	`＊Ｂ@「ＯＫ！」	`＊Ｂ@Sounds good!	`＊Ｂ@「ＯＫ！」
SEEN3514	9483	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN4415	334	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4415	364	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4415	391	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4415	604	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4417	1285	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4417	1659	nonlexical-dialogue	`ことみ@「＊Ｂ………	`Kotomi@＊Ｂ......	`琴美@「＊Ｂ………
SEEN4418	120	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4418	134	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4418	140	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4418	200	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4418	219	nonlexical-dialogue	`春原@「…＊Ａ!?	`Sunohara@...＊Ａ?!	`春原@「…＊Ａ!?
SEEN4418	297	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4418	646	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4418	949	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4418	969	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4418	1046	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4418	1296	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4418	1556	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4418	1618	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4418	2200	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4418	2329	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN4419	417	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4419	548	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4419	1498	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4420	139	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4420	399	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4420	595	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4420	659	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4420	870	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4420	1293	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4420	1383	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4420	1417	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4420	1547	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4420	1733	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4420	1789	nonlexical-dialogue	`ことみ@「＊Ｂ……	`Kotomi@＊Ｂ......	`琴美@「＊Ｂ……
SEEN4421	135	nonlexical-dialogue	`＊Ｂ@「＊Ａ」	`＊Ｂ@＊Ａ.	`＊Ｂ@「＊Ａ」
SEEN4421	918	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4421	1220	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4421	2303	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4421	2549	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4421	3144	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4422	47	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4422	403	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4422	1020	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4423	675	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4423	745	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4424	248	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4424	253	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4424	932	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4424	976	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4424	984	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4424	1422	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4425	1431	nonlexical-dialogue	`＊Ｂ@「……………」	`＊Ｂ@...	`＊Ｂ@「……………」
SEEN4425	1496	nonlexical-dialogue	`春原@「＊Ａ～。	`Sunohara@＊Ａ! 	`春原@「＊Ａ～。
SEEN4425	1520	nonlexical-dialogue	`＊Ｂ@「……………」	`＊Ｂ@...	`＊Ｂ@「……………」
SEEN4425	1524	nonlexical-dialogue	`＊Ｂ@「……………」	`＊Ｂ@...	`＊Ｂ@「……………」
SEEN4425	2230	nonlexical-dialogue	`ことみ@「～～～!!!	`Kotomi@...!!!	`琴美@「～～～!!!
SEEN4425	2287	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4425	2487	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4425	2615	nonlexical-dialogue	`＊Ｂ@「……………」	`＊Ｂ@...	`＊Ｂ@「……………」
SEEN4425	2816	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4425	3005	nonlexical-dialogue	`＊Ｂ@「…………」	`＊Ｂ@...	`＊Ｂ@「…………」
SEEN4428	120	nonlexical-dialogue	`＊Ｂ@「……………」	`＊Ｂ@...	`＊Ｂ@「……………」
SEEN4428	2797	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4430	153	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4430	257	nonlexical-dialogue	`＊Ｂ@「………………」	`＊Ｂ@...	`＊Ｂ@「………………」
SEEN4430	357	nonlexical-dialogue	`ことみ@「………」	`Kotomi@...	`琴美@「………」
SEEN4430	397	nonlexical-dialogue	`クラスメイトたち@「…………」	`Classmates@...	`同班同学们@「…………」
SEEN4430	1288	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4430	1734	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4430	1990	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4430	2154	nonlexical-dialogue	`＊Ｂ@「???」	`＊Ｂ@???	`＊Ｂ@「???」
SEEN4430	2299	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4430	2455	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4430	2495	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4430	2533	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4430	2916	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4430	3405	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN4501	48	nonlexical-dialogue	`＊Ｂ@「……………」	`＊Ｂ@...	`＊Ｂ@「……………」
SEEN4501	259	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
